"CALL_ID","MASTER_CUSTOMER_ID","CALL_DATE","DURATION_SECONDS","AGENT_NAME","CALL_TYPE","SENTIMENT","MP4_FILE_PATH","TRANSCRIPTION","SUMMARY","WAIT_SECONDS","WRAP_UP_SECONDS","RESOLVED_FIRST_CALL","CSAT_SCORE","NPS_SCORE","CHANNEL","ABANDONED","KEYWORDS"
"CALL-030","SF-SF-003Do00000NUwxrIAD","2026-06-06 08:00:00.000",90,"Sarah O'Brien","Inbound","Positive","\N","Customer: Your agent last week was an absolute idiot. Called me stupid and said I was too thick to understand the policy. That is degrading and insulting behaviour. I want them sacked. Agent: I am very sorry to hear that. Customer: Sorry is not enough. That was discriminatory treatment and I will be filing with the equality act people. My daughter heard the call and she was disgusted. She said it was humiliating. I expect a formal apology and compensation or I am going to the press. This is a disgrace.","Customer satisfied with resolution. No further action required. Positive interaction noted.",96,130,false,4.8,75,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-057","SF-SF-0033r00003wlAoKAAU","2026-06-20 17:00:00.000",549,"David Chen","Inbound","Negative","\N","Customer: I cannot believe how rude your staff are. The last person I spoke to was aggressive and threatening. They said if I did not pay immediately they would send the enforcement agent round. That is harassment and intimidation. I am recording this call. Agent: I am sorry to hear that. Customer: You should be. I want to make a formal complaint. I will go to the ombudsman. Your company is engaging in predatory lending practices and the interest rate is usury. I want a full and final settlement or I am taking this to court.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",9,67,false,1.1,-44,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-118","SF-SF-003VI0000123DiOYAU","2026-04-18 14:00:00.000",106,"Emma Walsh","Outbound","Neutral","\N","Toyota Insurance Services (operated as Toyota Insurance Management UK Limited) is authorized and regulated by the Financial Conduct Authority (FCA) under the Firm Reference Number 983839

Technical support call - customer had login issues. Agent reset credentials and verified access.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",24,74,true,3.0,12,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-148","SF-SF-003VI00000OXA1SYAX","2026-03-24 14:00:00.000",136,"Emma Walsh","Outbound","Neutral","\N","Toyota Insurance Services (operated as Toyota Insurance Management UK Limited) is authorized and regulated by the Financial Conduct Authority (FCA) under the Firm Reference Number 983839

Technical support call - customer had login issues. Agent reset credentials and verified access.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",51,69,false,4.0,16,"Phone",false,"claim,status,processing,timeline"
"CALL-034","SF-SF-003Do00000K5DKnIAN","2026-04-15 16:00:00.000",238,"Emma Walsh","Outbound","Negative","\N","Toyota Insurance Services (operated as Toyota Insurance Management UK Limited) is authorized and regulated by the Financial Conduct Authority (FCA) under the Firm Reference Number 983839

Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",18,126,false,2.3,-22,"Chat",false,"policy,renewal,upgrade,coverage"
"CALL-064","SF-SF-003VI00000eszaXYAQ","2026-03-21 16:00:00.000",268,"Emma Walsh","Outbound","Negative","\N","Toyota Insurance Services (operated as Toyota Insurance Management UK Limited) is authorized and regulated by the Financial Conduct Authority (FCA) under the Firm Reference Number 983839

Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",24,50,true,1.5,-34,"Phone",false,"claim,status,processing,timeline"
"CALL-088","SF-SF-003VI00000OXA1SYAX","2026-05-13 14:00:00.000",76,"Emma Walsh","Outbound","Neutral","\N","Toyota Insurance Services (operated as Toyota Insurance Management UK Limited) is authorized and regulated by the Financial Conduct Authority (FCA) under the Firm Reference Number 983839

Technical support call - customer had login issues. Agent reset credentials and verified access.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",5,68,true,3.9,16,"Chat",false,"new-customer,onboarding,setup"
"CALL-094","SF-SF-003Do00000K5DKnIAN","2026-02-24 16:00:00.000",298,"Emma Walsh","Outbound","Negative","\N","Toyota Insurance Services (operated as Toyota Insurance Management UK Limited) is authorized and regulated by the Financial Conduct Authority (FCA) under the Firm Reference Number 983839

Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",9,101,false,1.3,-38,"Chat",false,"new-customer,onboarding,setup"
"CALL-172","SF-SF-003VI000011dVnfYAE","2026-05-16 12:00:00.000",484,"Emma Walsh","Outbound","Neutral","\N","Toyota Insurance Services (operated as Toyota Insurance Management UK Limited) is authorized and regulated by the Financial Conduct Authority (FCA) under the Firm Reference Number 983839

Customer requested policy changes. Agent walked through options and updated preferences.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",80,32,true,3.6,38,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-178","SF-SF-003VI0000123DiOYAU","2026-02-27 14:00:00.000",166,"Emma Walsh","Outbound","Neutral","\N","Toyota Insurance Services (operated as Toyota Insurance Management UK Limited) is authorized and regulated by the Financial Conduct Authority (FCA) under the Firm Reference Number 983839

Technical support call - customer had login issues. Agent reset credentials and verified access.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",6,93,false,3.9,49,"Chat",false,"billing,invoice,payment,charges"
"CALL-142","SF-SF-0033r00003vzsVQAAY","2026-06-10 12:00:00.000",454,"Emma Walsh","Outbound","Neutral","\N","Toyota Insurance Services (operated as Toyota Insurance Management UK Limited) is authorized and regulated by the Financial Conduct Authority (FCA) under the Firm Reference Number 983839

Customer: Your company is nothing but a bunch of crooks. I was sold this policy under fraudulent misrepresentation. The agent said it covered everything but the fine print says otherwise. That is a breach of duty of care. I have already been to citizens advice and they said I have grounds for a negligent misrepresentation claim. Agent: I want to help resolve this. Customer: The only resolution I will accept is full compensation plus punitive damages for your disgusting treatment of loyal customers. Otherwise, see you in court.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",17,72,false,2.9,39,"Email",false,"cancellation,refund,dissatisfied"
"CALL-058","SF-SF-003VI0000123DiOYAU","2026-06-07 14:00:00.000",586,"Emma Walsh","Outbound","Neutral","\N","Toyota Insurance Services (operated as Toyota Insurance Management UK Limited) is authorized and regulated by the Financial Conduct Authority (FCA) under the Firm Reference Number 983839

Agent: Hello, I am following up on your claim. Customer: Finally. Look, I need to give you my national insurance number for the form, it is AB 12 34 56 C. And my passport number is 543217890. Agent: Actually, we do not need those details for this claim. Customer: Well your colleague asked for my social security details last time. That sounds like identity theft to me. Who else has access to my personal data? This smells like a phishing operation. I want to know who the beneficial owner of your company is. Agent: I assure you we are fully FCA regulated. Customer: Prove it. I want documentation.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",73,106,false,3.0,39,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-086","SF-SF-0033r00003tEac5AAC","2026-06-08 10:00:00.000",542,"Maria Garcia","Inbound","Positive","\N","Customer: Listen here you incompetent fool. I have been a customer for 15 years and this is how you treat me? The claim was denied due to your negligence. My lawyer has already filed a subpoena for your internal documents. Agent: Sir, let me review the claim. Customer: Too late for that. I have evidence of systematic fraud. Your company has been money laundering through inflated premiums. I am reporting this as a suspicious activity report to the authorities. The whole thing stinks of corruption and bribery. Agent: Sir, I understand you are upset. Customer: Upset? I am livid. Expect to hear from my barrister by Monday.","Customer satisfied with resolution. No further action required. Positive interaction noted.",24,67,true,4.1,83,"Phone",false,"complaint,escalation,manager"
"CALL-170","SF-SF-003Do00000NUwxrIAD","2026-06-11 08:00:00.000",410,"Maria Garcia","Inbound","Positive","\N","Customer: I need you to take a payment. My Visa number is 4916 3385 7290 1456, expiry 08/27, security code 934. Agent: I am sorry but we cannot take card details over a recorded line. Customer: Are you having a laugh? This is pathetic. Every time I call it is a different excuse. Last time someone asked for my CVV and took payment no problem. Make up your bloody minds. I want to speak to a manager right now. This is the most incompetent useless service I have ever experienced. Agent: I understand your frustration and will transfer you.","Customer satisfied with resolution. No further action required. Positive interaction noted.",15,104,true,4.7,76,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-198","SF-SF-003VI0000123DiOYAU","2026-06-12 14:00:00.000",366,"Sarah O'Brien","Inbound","Neutral","\N","Customer: Right, I want to make an official complaint about intimidation from your debt collection team. They threatened to send bailiffs to my home. My children were frightened. That is harassment and coercive control. Agent: I am very sorry about that experience. Customer: Your apologies mean nothing. I am going to the financial ombudsman, the FCA, and my local MP. I also want copies of all recordings under a subject access request. If anything has been deleted that is a GDPR violation and I will take legal action for data breach. This is not over. Expect to hear from my solicitor about emotional distress damages.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",67,127,true,3.1,21,"Phone",false,"new-customer,onboarding,setup"
"CALL-199","SF-SF-003VI00000ehKFnYAM","2026-05-30 11:00:00.000",403,"James Kelly","Outbound","Positive","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer satisfied with resolution. No further action required. Positive interaction noted.",36,58,true,4.3,88,"Phone",false,"claim,status,processing,timeline"
"CALL-200","SF-SF-0033r00003xvaH8AAI","2026-05-17 08:00:00.000",440,"Maria Garcia","Inbound","Positive","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Customer satisfied with resolution. No further action required. Positive interaction noted.",10,62,true,4.9,85,"Chat",false,"complaint,escalation,manager"
